date,no2_trop,co_trop
2025-05-30,,
2025-05-31,0.00019506871200630207,0.0521348169464872
2025-06-01,0.000107571782216212,0.0394718538072304
2025-06-02,9.060946882889656e-05,
2025-06-03,,
2025-06-04,0.00026537349888631974,0.0426489052964933
2025-06-05,0.00017248875143125844,
2025-06-06,0.0001314918153064719,0.0400766699490656
2025-06-07,8.642637895437727e-05,0.0444754734635337
2025-06-08,9.943120676325282e-05,0.0452003051574279
2025-06-09,9.255048647822125e-05,0.0420573890448523
2025-06-10,8.731077734019249e-05,0.0391151982325534
2025-06-11,8.12440180888437e-05,
2025-06-12,0.0001083423154932363,
2025-06-13,7.232295507297874e-05,0.0501795583949639
2025-06-14,0.00013255794570757513,0.0518757429832624
2025-06-15,8.330531674208005e-05,0.0507481760760501
2025-06-16,,
2025-06-17,,
2025-06-18,,0.0420762038248297
2025-06-19,8.7889290128938e-05,0.0349550223313985
2025-06-20,,
2025-06-21,7.040861985952362e-05,0.0444068846595855
2025-06-22,,
2025-06-23,,0.0433861192261991
2025-06-24,,
2025-06-25,,
2025-06-26,6.042513222044958e-05,0.0416821981528626
2025-06-27,6.736184206993728e-05,0.0358226553278227
2025-06-28,,
2025-06-29,,
2025-06-30,,
2025-07-01,,
2025-07-02,8.938550048286145e-05,0.0396287441253648
2025-07-03,,0.0399524876189905
2025-07-04,,
2025-07-05,,0.0342851616239543
2025-07-06,,
2025-07-07,9.908504580380044e-05,
2025-07-08,,0.0373080012294512
2025-07-09,,
2025-07-10,,
2025-07-11,,
2025-07-12,,
2025-07-13,0.00011373481567443904,0.0394841917175016
2025-07-14,,
2025-07-15,,0.0342445969581591
2025-07-16,,
2025-07-17,,
2025-07-18,3.608273147275789e-05,0.0371612398492686
2025-07-19,,
2025-07-20,,
2025-07-21,,
2025-07-22,,
2025-07-23,,
2025-07-24,5.183567722081033e-05,0.0375985714763015
2025-07-25,7.265158328887118e-05,0.0363231121166696
2025-07-26,0.00011950575458363547,0.0435622158100691
2025-07-27,6.391564110674759e-05,0.0377279200445329
2025-07-28,,
2025-07-29,,
2025-07-30,,0.0339233055724274
2025-07-31,,
2025-08-01,,0.0319443480841673
2025-08-02,,0.0354864472312647
2025-08-03,,
2025-08-04,,
2025-08-05,,
2025-08-06,6.807701227618912e-05,0.0386345541808729
2025-08-07,7.880376696863808e-05,0.0336612889329527
2025-08-08,6.007452612048399e-05,
2025-08-09,,
2025-08-10,,0.0435480069135254
2025-08-11,,
2025-08-12,5.21368369676279e-05,0.0439719268549522
2025-08-13,6.117082120893131e-05,0.0402013760633023
2025-08-14,,
2025-08-15,,0.0414350628023605
2025-08-16,,0.0429317153366333
2025-08-17,,0.0369858223126699
2025-08-18,5.640027526661875e-05,0.0383289579390252
2025-08-19,,
2025-08-20,5.328434452991224e-05,0.0393433274195426
2025-08-21,,0.0352165451058791
2025-08-22,,
2025-08-23,6.389153725104243e-05,0.0320220789919877
2025-08-24,,0.0363073337905465
2025-08-25,,
2025-08-26,,
2025-08-27,,0.0401108861289727
2025-08-28,,0.0378553859593932
2025-08-29,,
2025-08-30,,0.042119442975991
2025-08-31,,
2025-09-01,,0.0378679145108775
2025-09-02,,
2025-09-03,,
2025-09-04,,0.0369951616221409
2025-09-05,,0.0399478263598141
2025-09-06,5.0366404218097794e-05,0.0359039348388668
2025-09-07,,
2025-09-08,9.155718260614894e-05,0.033658820125846
2025-09-09,7.361817744296015e-05,0.0340956236550642
2025-09-10,5.0310653526764e-05,0.0354427668416422
2025-09-11,6.56516640447075e-05,0.0360881015658375
2025-09-12,,
2025-09-13,8.250850016468479e-05,0.0407016736678586
2025-09-14,,0.0384845547378062
2025-09-15,7.579943880742198e-05,0.0382749185614029
2025-09-16,0.00010262447538699724,0.0384564739588973
2025-09-17,,0.0400515571236607
2025-09-18,,0.0449707678858238
2025-09-19,7.966661946399021e-05,0.0335589953929695
2025-09-20,9.284928917606868e-05,0.0348033100051241
2025-09-21,6.379357102594832e-05,0.0351607232644578
2025-09-22,6.356831727316554e-05,0.0364391170442103
2025-09-23,6.802464332789424e-05,0.0349441887049806
2025-09-24,8.858821383708214e-05,0.0311640757319005
2025-09-25,0.00010448016372581692,0.034483487147878
2025-09-26,6.690593047773631e-05,
2025-09-27,0.00017919328108376286,
2025-09-28,0.00011015779988255443,0.0375988014358369
2025-09-29,8.520748992154524e-05,0.0362838511263318
2025-09-30,,
2025-10-01,8.319161003506819e-05,0.0423667533436863
2025-10-02,,0.0414930223799812
2025-10-03,,0.0385661014155111
2025-10-04,0.00011489600318243872,0.0399684759955217
2025-10-05,8.413216493293934e-05,0.042017067843505
2025-10-06,,
2025-10-07,7.250929181895956e-05,0.032640233011698
2025-10-08,0.00010112114504593076,0.0353272296488285
2025-10-09,7.447346568019855e-05,0.0296638730207019
2025-10-10,0.0001263918624658333,0.0379544273018837
2025-10-11,0.0001151631017535506,0.0381651684604517
2025-10-12,9.708272207689256e-05,
2025-10-13,0.0001069254343180528,
2025-10-14,0.00012345865272198896,
2025-10-15,0.00016962784969365796,
2025-10-16,0.00014394322104653045,0.0389622602459772
2025-10-17,0.0001032947393461702,
2025-10-18,0.0001445684459179286,
2025-10-19,0.0001857835643642006,0.0491120703518378
2025-10-20,0.00014665120889027867,0.0442781773508589
2025-10-21,,0.0379922169821807
2025-10-22,,
2025-10-23,,0.0519700695848105
2025-10-24,,0.0480290874838811
2025-10-25,,
2025-10-26,,0.0515986052237928
2025-10-27,,
2025-10-28,,
2025-10-29,,
2025-10-30,,
2025-10-31,,
2025-11-01,,0.0574576359684747
2025-11-02,,0.0514830287753774
2025-11-03,,0.0505100645377852
